sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
239706,12,2017-02-17,Sienna,44333.89,5.65,Completed
239707,1,2017-02-14,Sienna,38285.31,5.24,Completed
239708,6,2017-02-04,Prius,21446.22,3.86,Completed
239709,6,2017-02-22,Tacoma,28383.68,3.86,Completed
239710,11,2017-02-07,Corolla,19685.13,4.16,Completed
239711,17,2017-02-11,Prius,19392.42,4.51,Completed
239712,1,2017-02-11,RAV4,33301.02,5.24,Completed
239713,5,2017-02-06,Corolla,20493.24,5.34,Completed
239714,2,2017-02-27,Camry,24999.84,4.0,Completed
239715,20,2017-02-10,Tundra,49392.71,5.77,Completed
239716,7,2017-02-04,RAV4,39233.32,5.39,Pending
239717,7,2017-02-04,Prius,27642.45,5.39,Completed
239718,20,2017-02-11,Sienna,47091.77,5.77,Completed
239719,19,2017-02-22,RAV4,38506.41,5.48,Completed
239720,12,2017-02-11,RAV4,41337.68,5.65,Completed
239721,13,2017-02-24,Corolla,25770.7,5.61,Completed
239722,2,2017-02-06,Prius,21135.56,4.0,Completed
239723,1,2017-02-16,Prius,23648.64,5.24,Completed
239724,13,2017-02-20,Tacoma,37093.18,5.61,Completed
239725,4,2017-02-10,Tacoma,24778.26,3.81,Completed
239726,1,2017-02-02,Camry,29866.03,5.24,Completed
239727,8,2017-02-09,Highlander,60012.07,5.84,Completed
239728,19,2017-02-17,Prius,26469.44,5.48,Completed
239729,3,2017-02-17,Corolla,29518.01,5.69,Completed
239730,17,2017-02-01,Sienna,33732.59,4.51,Cancelled
239731,18,2017-02-21,RAV4,47649.03,5.68,Completed
239732,6,2017-02-17,Tacoma,27923.71,3.86,Completed
239733,4,2017-02-22,Highlander,39263.01,3.81,Pending
239734,9,2017-02-12,Prius,21577.0,4.4,Completed
239735,15,2017-02-13,Highlander,56704.68,4.86,Completed
239736,8,2017-02-16,Sienna,47330.74,5.84,Completed
239737,19,2017-02-03,Camry,29007.29,5.48,Completed
239738,3,2017-02-07,Tacoma,37643.89,5.69,Completed
239739,18,2017-02-17,Tacoma,37288.27,5.68,Completed
239740,15,2017-02-22,Prius,29207.09,4.86,Completed
239741,5,2017-02-26,Prius,25801.56,5.34,Completed
239742,4,2017-02-06,Tacoma,26161.57,3.81,Completed
239743,4,2017-02-03,Sienna,33860.68,3.81,Completed
239744,9,2017-02-10,Camry,25333.08,4.4,Cancelled
239745,9,2017-02-21,Prius,22916.89,4.4,Completed
239746,7,2017-02-16,Tundra,46040.68,5.39,Completed
239747,12,2017-02-18,Prius,28443.47,5.65,Completed
239748,13,2017-02-23,Prius,31718.51,5.61,Completed
239749,13,2017-02-21,Prius,27927.78,5.61,Completed
239750,20,2017-02-11,Tundra,45159.51,5.77,Completed
239751,14,2017-02-21,Camry,31484.09,5.1,Completed
239752,19,2017-02-10,RAV4,35505.25,5.48,Completed
239753,1,2017-02-15,Corolla,20844.68,5.24,Pending
239754,10,2017-02-22,Tundra,35348.47,4.88,Completed
239755,20,2017-02-10,Highlander,57141.19,5.77,Completed
239756,8,2017-02-06,RAV4,41799.53,5.84,Completed
239757,12,2017-02-05,Sienna,44292.0,5.65,Completed
239758,14,2017-02-15,Tacoma,37937.53,5.1,Completed
239759,3,2017-02-05,Tundra,46011.61,5.69,Completed
239760,6,2017-02-24,Corolla,19519.16,3.86,Completed
239761,15,2017-02-26,Camry,37318.19,4.86,Completed
239762,14,2017-02-25,Tacoma,34975.29,5.1,Completed
239763,8,2017-02-18,Prius,28574.78,5.84,Completed
239764,14,2017-02-14,RAV4,40337.5,5.1,Completed
239765,14,2017-02-14,Camry,32221.05,5.1,Completed
239766,13,2017-02-27,Camry,35503.37,5.61,Completed
239767,15,2017-02-21,Sienna,45797.6,4.86,Completed
239768,15,2017-02-06,Sienna,49010.7,4.86,Pending
239769,11,2017-02-02,Corolla,18343.77,4.16,Completed
239770,4,2017-02-14,Prius,19877.02,3.81,Completed
239771,15,2017-02-07,Sienna,45244.72,4.86,Completed
239772,5,2017-02-01,Sienna,41177.62,5.34,Completed
