sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
275781,19,2017-08-23,Highlander,63645.28,5.48,Completed
275782,18,2017-08-09,Camry,45113.37,5.68,Completed
275783,2,2017-08-07,Tundra,40552.6,4.0,Completed
275784,4,2017-08-18,Highlander,53027.62,3.81,Completed
275785,16,2017-08-14,Camry,41349.69,6.06,Completed
275786,2,2017-08-02,Prius,28640.57,4.0,Completed
275787,15,2017-08-07,Prius,34203.2,4.86,Completed
275788,7,2017-08-22,Tundra,53225.07,5.39,Completed
275789,8,2017-08-28,Prius,33988.86,5.84,Completed
275790,1,2017-08-05,Tundra,45679.4,5.24,Completed
275791,16,2017-08-10,Sienna,52751.53,6.06,Completed
275792,5,2017-08-24,Highlander,64696.51,5.34,Completed
275793,17,2017-08-24,Tacoma,29662.27,4.51,Completed
275794,18,2017-08-27,Camry,44294.76,5.68,Completed
275795,18,2017-08-13,Prius,39556.67,5.68,Completed
275796,11,2017-08-22,Tundra,41641.08,4.16,Completed
275797,20,2017-08-23,Tacoma,46898.21,5.77,Completed
275798,16,2017-08-19,Sienna,60461.74,6.06,Completed
275799,6,2017-08-09,Prius,24956.92,3.86,Completed
275800,1,2017-08-09,Sienna,45437.25,5.24,Completed
275801,8,2017-08-11,Tundra,52246.73,5.84,Completed
275802,16,2017-08-07,Camry,46404.43,6.06,Completed
275803,15,2017-08-06,Corolla,31360.78,4.86,Completed
275804,11,2017-08-01,Sienna,39702.59,4.16,Completed
275805,1,2017-08-19,RAV4,43662.58,5.24,Completed
275806,10,2017-08-10,Highlander,54550.4,4.88,Completed
275807,2,2017-08-05,Tundra,45193.96,4.0,Completed
275808,6,2017-08-07,Tacoma,34767.86,3.86,Completed
275809,16,2017-08-07,Tacoma,50420.14,6.06,Completed
275810,19,2017-08-28,Tacoma,40637.5,5.48,Completed
275811,14,2017-08-17,Highlander,73435.03,5.1,Completed
275812,8,2017-08-26,Corolla,31908.32,5.84,Completed
275813,8,2017-08-03,Tundra,58375.38,5.84,Completed
275814,13,2017-08-04,Highlander,79470.65,5.61,Completed
275815,20,2017-08-23,Highlander,67867.93,5.77,Completed
275816,10,2017-08-23,Sienna,39018.19,4.88,Cancelled
275817,3,2017-08-04,Corolla,35864.31,5.69,Completed
275818,5,2017-08-01,Highlander,55667.43,5.34,Completed
275819,15,2017-08-11,Camry,40316.9,4.86,Completed
275820,15,2017-08-28,Highlander,68976.33,4.86,Completed
275821,10,2017-08-01,Camry,34411.86,4.88,Completed
275822,2,2017-08-23,RAV4,41516.64,4.0,Completed
275823,8,2017-08-24,Camry,45731.28,5.84,Completed
275824,14,2017-08-31,Sienna,50873.75,5.1,Completed
275825,2,2017-08-23,Highlander,54869.0,4.0,Completed
275826,4,2017-08-13,Corolla,20977.98,3.81,Completed
275827,9,2017-08-04,RAV4,39869.19,4.4,Cancelled
275828,15,2017-08-01,Sienna,54737.36,4.86,Completed
275829,9,2017-08-11,Prius,27189.78,4.4,Completed
275830,12,2017-08-16,Tacoma,42254.58,5.65,Completed
275831,18,2017-08-08,Corolla,32756.27,5.68,Completed
275832,14,2017-08-16,Tundra,55038.75,5.1,Completed
275833,17,2017-08-14,RAV4,35319.99,4.51,Cancelled
275834,5,2017-08-31,Sienna,46947.82,5.34,Completed
275835,17,2017-08-04,Sienna,36001.95,4.51,Completed
275836,5,2017-08-26,Highlander,63620.13,5.34,Completed
275837,20,2017-08-22,Tundra,53423.88,5.77,Completed
275838,12,2017-08-30,Camry,46540.73,5.65,Completed
275839,8,2017-08-08,Prius,38025.48,5.84,Completed
275840,15,2017-08-12,Prius,38204.65,4.86,Completed
275841,13,2017-08-02,Camry,45990.59,5.61,Completed
275842,15,2017-08-22,Highlander,67203.18,4.86,Completed
275843,13,2017-08-19,Tacoma,50927.66,5.61,Completed
275844,2,2017-08-31,Prius,25116.02,4.0,Completed
275845,2,2017-08-15,Corolla,25185.42,4.0,Completed
275846,11,2017-08-31,Tundra,42330.57,4.16,Completed
275847,14,2017-08-01,Highlander,62840.99,5.1,Completed
275848,5,2017-08-12,Camry,36831.7,5.34,Completed
275849,2,2017-08-21,Corolla,25051.64,4.0,Completed
275850,15,2017-08-11,Highlander,69027.63,4.86,Completed
275851,16,2017-08-02,Camry,41306.31,6.06,Completed
275852,10,2017-08-22,Prius,26174.59,4.88,Completed
275853,12,2017-08-08,Highlander,62748.22,5.65,Completed
275854,7,2017-08-11,Tacoma,45762.38,5.39,Completed
275855,6,2017-08-09,Tundra,40241.33,3.86,Completed
275856,13,2017-08-13,Camry,43725.63,5.61,Completed
275857,14,2017-08-17,Camry,38123.88,5.1,Completed
275858,16,2017-08-22,Camry,46253.07,6.06,Pending
275859,12,2017-08-02,Sienna,50529.09,5.65,Completed
