sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
28169,1,2014-05-31,Camry,36492.66,5.24,Completed
28170,1,2014-05-09,Camry,37276.15,5.24,Completed
28171,9,2014-05-14,Camry,34069.0,4.4,Completed
28172,13,2014-05-08,Prius,40661.73,5.61,Completed
28173,2,2014-05-28,Corolla,26141.13,4.0,Completed
28174,20,2014-05-08,Highlander,76309.59,5.77,Completed
28175,11,2014-05-21,Sienna,42388.91,4.16,Completed
28176,6,2014-05-31,Highlander,49578.86,3.86,Completed
28177,5,2014-05-15,Highlander,59001.1,5.34,Completed
28178,7,2014-05-17,Tacoma,50446.63,5.39,Completed
28179,11,2014-05-06,Tacoma,38100.03,4.16,Completed
28180,14,2014-05-20,Corolla,32967.36,5.1,Completed
28181,19,2014-05-04,Corolla,26696.56,5.48,Completed
28182,5,2014-05-13,Highlander,63148.95,5.34,Completed
28183,9,2014-05-06,Prius,29051.62,4.4,Completed
28184,5,2014-05-26,Corolla,29334.27,5.34,Completed
28185,17,2014-05-19,Tacoma,32147.4,4.51,Completed
28186,14,2014-05-25,Tacoma,48239.94,5.1,Completed
28187,5,2014-05-01,Camry,36014.68,5.34,Completed
28188,20,2014-05-14,Tundra,53580.15,5.77,Completed
28189,4,2014-05-08,Camry,31690.72,3.81,Completed
28190,17,2014-05-08,Highlander,56632.44,4.51,Completed
28191,11,2014-05-30,RAV4,35385.39,4.16,Completed
28192,12,2014-05-03,Tundra,56740.19,5.65,Completed
28193,13,2014-05-23,RAV4,49712.23,5.61,Completed
28194,2,2014-05-03,Tacoma,35836.17,4.0,Completed
28195,19,2014-05-01,Prius,33284.35,5.48,Completed
28196,3,2014-05-14,RAV4,57321.3,5.69,Completed
28197,20,2014-05-29,Highlander,72047.76,5.77,Completed
28198,17,2014-05-14,Tacoma,31978.09,4.51,Completed
28199,16,2014-05-02,Prius,36969.91,6.06,Completed
28200,20,2014-05-09,Tundra,62793.56,5.77,Completed
28201,15,2014-05-25,RAV4,54627.24,4.86,Completed
28202,18,2014-05-21,Camry,47651.42,5.68,Completed
28203,7,2014-05-31,RAV4,56272.56,5.39,Completed
28204,13,2014-05-18,Sienna,60558.04,5.61,Completed
28205,11,2014-05-01,RAV4,38840.14,4.16,Completed
28206,1,2014-05-31,Tundra,51459.53,5.24,Completed
28207,6,2014-05-03,Prius,24802.37,3.86,Completed
28208,19,2014-05-03,Tundra,48217.57,5.48,Completed
28209,2,2014-05-02,Highlander,59911.09,4.0,Completed
28210,15,2014-05-17,Corolla,31771.79,4.86,Completed
28211,2,2014-05-04,Sienna,47157.71,4.0,Completed
28212,19,2014-05-01,Tundra,51472.2,5.48,Completed
28213,1,2014-05-18,Corolla,28078.77,5.24,Completed
28214,3,2014-05-28,Corolla,32613.53,5.69,Completed
28215,1,2014-05-04,Tacoma,41316.13,5.24,Completed
28216,18,2014-05-10,Camry,44510.92,5.68,Completed
28217,18,2014-05-17,Tundra,60399.84,5.68,Completed
28218,16,2014-05-20,RAV4,57624.89,6.06,Completed
28219,17,2014-05-25,Sienna,38415.3,4.51,Completed
28220,2,2014-05-28,Sienna,47885.2,4.0,Completed
28221,3,2014-05-26,Sienna,65593.82,5.69,Completed
28222,14,2014-05-25,Tundra,52878.63,5.1,Completed
28223,4,2014-05-23,Tundra,39172.45,3.81,Completed
28224,6,2014-05-26,RAV4,38170.05,3.86,Completed
28225,5,2014-05-29,Corolla,25336.05,5.34,Completed
28226,13,2014-05-05,Highlander,80956.15,5.61,Completed
28227,20,2014-05-09,Highlander,76105.98,5.77,Completed
28228,8,2014-05-04,Sienna,55127.68,5.84,Completed
28229,6,2014-05-14,Camry,32872.14,3.86,Completed
28230,15,2014-05-11,Sienna,51976.05,4.86,Completed
28231,2,2014-05-11,Camry,31953.43,4.0,Cancelled
28232,16,2014-05-11,RAV4,58196.56,6.06,Completed
28233,6,2014-05-30,Highlander,54933.63,3.86,Completed
28234,9,2014-05-18,Tundra,46071.16,4.4,Completed
28235,14,2014-05-19,Camry,43112.93,5.1,Completed
28236,15,2014-05-20,Sienna,52156.31,4.86,Completed
28237,13,2014-05-07,Corolla,32462.1,5.61,Completed
28238,11,2014-05-26,Highlander,54009.03,4.16,Completed
28239,2,2014-05-09,Tacoma,35710.65,4.0,Completed
28240,1,2014-05-23,Tacoma,39066.63,5.24,Completed
28241,8,2014-05-14,Highlander,74629.95,5.84,Completed
28242,18,2014-05-10,Sienna,59021.55,5.68,Completed
28243,20,2014-05-16,Sienna,54144.33,5.77,Completed
28244,3,2014-05-22,RAV4,57791.4,5.69,Completed
28245,13,2014-05-04,Highlander,81004.93,5.61,Completed
28246,7,2014-05-15,Prius,36337.36,5.39,Completed
28247,3,2014-05-19,Tundra,60925.17,5.69,Completed
