sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
288472,10,2017-10-29,Prius,20565.73,4.88,Completed
288473,5,2017-10-31,Prius,23465.73,5.34,Completed
288474,19,2017-10-14,RAV4,35297.29,5.48,Completed
288475,2,2017-10-11,Highlander,44241.94,4.0,Completed
288476,14,2017-10-11,Tacoma,38702.83,5.1,Completed
288477,11,2017-10-10,RAV4,27853.25,4.16,Completed
288478,8,2017-10-17,Tundra,42066.08,5.84,Completed
288479,12,2017-10-24,Tacoma,40519.7,5.65,Completed
288480,6,2017-10-16,Sienna,32868.73,3.86,Completed
288481,13,2017-10-28,Sienna,47622.29,5.61,Completed
288482,20,2017-10-14,Corolla,26987.44,5.77,Completed
288483,1,2017-10-30,Tundra,39198.97,5.24,Completed
288484,19,2017-10-25,Highlander,49069.24,5.48,Completed
288485,13,2017-10-09,Prius,29705.24,5.61,Completed
288486,1,2017-10-22,Highlander,47983.75,5.24,Pending
288487,11,2017-10-05,RAV4,27490.46,4.16,Completed
288488,15,2017-10-01,Sienna,43875.46,4.86,Completed
288489,10,2017-10-14,Tundra,34111.58,4.88,Completed
288490,19,2017-10-09,Tacoma,31112.85,5.48,Completed
288491,4,2017-10-16,Highlander,43209.78,3.81,Completed
288492,15,2017-10-22,Corolla,28049.92,4.86,Completed
288493,18,2017-10-11,Tundra,44716.44,5.68,Completed
288494,7,2017-10-17,Corolla,28753.22,5.39,Completed
288495,12,2017-10-15,Corolla,23394.72,5.65,Completed
288496,14,2017-10-31,Camry,33520.03,5.1,Pending
288497,8,2017-10-27,Highlander,62973.41,5.84,Completed
288498,2,2017-10-14,Sienna,31897.15,4.0,Completed
288499,8,2017-10-18,Camry,33958.35,5.84,Completed
288500,17,2017-10-28,Tacoma,24773.83,4.51,Completed
288501,8,2017-10-02,Corolla,26002.66,5.84,Completed
288502,17,2017-10-09,Highlander,42646.27,4.51,Completed
288503,15,2017-10-21,Tundra,41785.2,4.86,Completed
288504,12,2017-10-03,Sienna,42015.22,5.65,Completed
288505,11,2017-10-24,Camry,24473.06,4.16,Completed
288506,8,2017-10-18,Tundra,48865.58,5.84,Completed
288507,17,2017-10-02,Corolla,18153.31,4.51,Completed
288508,10,2017-10-02,Tundra,34408.61,4.88,Completed
288509,14,2017-10-09,Corolla,26910.4,5.1,Completed
288510,12,2017-10-06,Sienna,45518.12,5.65,Completed
288511,1,2017-10-25,Sienna,40264.61,5.24,Completed
288512,15,2017-10-20,Camry,36199.45,4.86,Completed
288513,16,2017-10-18,Camry,36188.56,6.06,Completed
288514,3,2017-10-03,Highlander,65678.84,5.69,Completed
288515,15,2017-10-07,RAV4,39844.41,4.86,Completed
288516,18,2017-10-16,RAV4,41326.24,5.68,Completed
288517,6,2017-10-10,Prius,19708.22,3.86,Completed
288518,19,2017-10-19,RAV4,39309.51,5.48,Completed
288519,14,2017-10-11,RAV4,40527.39,5.1,Completed
288520,16,2017-10-28,Tacoma,41461.78,6.06,Completed
288521,5,2017-10-01,Corolla,21378.95,5.34,Completed
288522,13,2017-10-14,Tundra,45065.7,5.61,Completed
288523,13,2017-10-15,Tundra,49368.88,5.61,Completed
288524,7,2017-10-27,Camry,34191.69,5.39,Completed
288525,2,2017-10-19,Tundra,36785.56,4.0,Completed
288526,10,2017-10-05,Sienna,36449.53,4.88,Completed
288527,16,2017-10-02,Corolla,25010.87,6.06,Completed
288528,14,2017-10-05,Camry,35794.74,5.1,Completed
288529,6,2017-10-02,Corolla,19893.81,3.86,Completed
288530,4,2017-10-03,RAV4,27026.24,3.81,Completed
288531,6,2017-10-01,Corolla,18415.19,3.86,Completed
288532,18,2017-10-25,Highlander,60203.22,5.68,Completed
288533,10,2017-10-17,Tundra,34949.51,4.88,Completed
288534,15,2017-10-14,RAV4,41419.23,4.86,Completed
288535,12,2017-10-27,Prius,29259.98,5.65,Completed
288536,6,2017-10-16,Tundra,34713.38,3.86,Completed
288537,6,2017-10-19,Prius,22548.67,3.86,Completed
288538,8,2017-10-28,Tundra,44144.49,5.84,Completed
288539,2,2017-10-22,Corolla,19913.88,4.0,Cancelled
288540,1,2017-10-16,Tacoma,29571.64,5.24,Completed
288541,1,2017-10-13,Sienna,37216.12,5.24,Completed
288542,1,2017-10-29,RAV4,36731.57,5.24,Completed
288543,17,2017-10-28,Highlander,40913.16,4.51,Completed
288544,18,2017-10-24,Tundra,44037.59,5.68,Completed
288545,10,2017-10-25,RAV4,31408.26,4.88,Completed
288546,14,2017-10-03,Sienna,39946.65,5.1,Completed
288547,17,2017-10-16,Tundra,34839.12,4.51,Completed
288548,10,2017-10-07,RAV4,32364.13,4.88,Completed
288549,19,2017-10-02,Tacoma,32091.05,5.48,Completed
288550,1,2017-10-04,Corolla,23711.52,5.24,Completed
288551,15,2017-10-21,Sienna,48186.9,4.86,Completed
288552,10,2017-10-01,Highlander,40417.2,4.88,Completed
288553,4,2017-10-26,Sienna,33939.01,3.81,Completed
288554,19,2017-10-11,Camry,29383.83,5.48,Pending
288555,20,2017-10-08,Corolla,26923.94,5.77,Completed
288556,16,2017-10-25,Camry,39508.61,6.06,Completed
288557,6,2017-10-30,Camry,24948.2,3.86,Completed
288558,18,2017-10-21,Corolla,25727.28,5.68,Completed
288559,9,2017-10-07,Corolla,20106.47,4.4,Completed
288560,2,2017-10-09,Tacoma,26739.97,4.0,Completed
288561,10,2017-10-15,Camry,27603.53,4.88,Completed
288562,11,2017-10-01,RAV4,29293.75,4.16,Completed
288563,4,2017-10-04,Highlander,38382.04,3.81,Completed
288564,9,2017-10-25,Tacoma,26889.35,4.4,Completed
288565,12,2017-10-23,Sienna,43596.09,5.65,Completed
288566,2,2017-10-04,Corolla,19402.61,4.0,Completed
288567,6,2017-10-27,Highlander,40776.11,3.86,Completed
288568,11,2017-10-05,Sienna,31661.0,4.16,Completed
288569,10,2017-10-25,Sienna,36231.55,4.88,Completed
288570,11,2017-10-03,Corolla,17204.76,4.16,Completed
288571,11,2017-10-11,Highlander,38773.18,4.16,Completed
288572,19,2017-10-09,Corolla,21274.6,5.48,Completed
288573,14,2017-10-02,Corolla,25230.19,5.1,Completed
288574,13,2017-10-06,Corolla,26517.02,5.61,Completed
288575,10,2017-10-13,RAV4,31397.04,4.88,Completed
288576,11,2017-10-12,Highlander,38215.21,4.16,Completed
288577,11,2017-10-03,Camry,28301.88,4.16,Completed
288578,4,2017-10-19,Tundra,31099.17,3.81,Completed
288579,19,2017-10-11,Corolla,22785.1,5.48,Completed
288580,4,2017-10-15,Tacoma,24827.73,3.81,Completed
288581,7,2017-10-08,Prius,26987.55,5.39,Completed
288582,7,2017-10-19,Prius,29319.76,5.39,Completed
288583,10,2017-10-05,Prius,23415.06,4.88,Completed
288584,15,2017-10-23,RAV4,40695.67,4.86,Completed
288585,19,2017-10-31,Highlander,53495.62,5.48,Completed
288586,8,2017-10-27,Corolla,26388.76,5.84,Completed
288587,20,2017-10-05,Tundra,44679.79,5.77,Completed
288588,14,2017-10-08,Tacoma,34152.6,5.1,Completed
288589,19,2017-10-05,Prius,27055.05,5.48,Completed
288590,10,2017-10-31,RAV4,31449.56,4.88,Completed
288591,4,2017-10-09,Sienna,34084.39,3.81,Pending
288592,9,2017-10-18,RAV4,30909.11,4.4,Completed
288593,16,2017-10-16,RAV4,41558.28,6.06,Completed
288594,5,2017-10-25,Corolla,19864.79,5.34,Completed
288595,2,2017-10-29,RAV4,32303.65,4.0,Completed
288596,19,2017-10-31,Corolla,21513.96,5.48,Completed
288597,19,2017-10-23,Corolla,23206.71,5.48,Completed
288598,19,2017-10-24,RAV4,36118.53,5.48,Completed
288599,18,2017-10-12,Tundra,52124.1,5.68,Completed
288600,15,2017-10-09,RAV4,40477.64,4.86,Completed
288601,15,2017-10-21,Tundra,44359.05,4.86,Completed
288602,2,2017-10-12,Highlander,41049.82,4.0,Completed
288603,18,2017-10-30,Prius,33034.51,5.68,Completed
288604,16,2017-10-20,Corolla,28238.37,6.06,Pending
288605,17,2017-10-06,Sienna,31335.03,4.51,Completed
288606,8,2017-10-30,Highlander,54586.11,5.84,Completed
288607,9,2017-10-24,Corolla,20534.04,4.4,Completed
288608,1,2017-10-31,Tacoma,33863.31,5.24,Completed
288609,18,2017-10-12,Tundra,45152.97,5.68,Completed
288610,1,2017-10-13,Highlander,48602.61,5.24,Completed
288611,13,2017-10-30,Corolla,27084.29,5.61,Completed
288612,7,2017-10-07,Highlander,55336.82,5.39,Completed
288613,8,2017-10-05,Tacoma,34272.17,5.84,Completed
288614,6,2017-10-01,Tundra,34050.52,3.86,Completed
288615,7,2017-10-21,RAV4,40903.87,5.39,Completed
288616,14,2017-10-10,Tundra,45466.59,5.1,Completed
288617,7,2017-10-02,Prius,28241.39,5.39,Completed
288618,11,2017-10-21,Corolla,17290.98,4.16,Cancelled
288619,14,2017-10-30,Corolla,26192.49,5.1,Completed
288620,19,2017-10-07,Sienna,36591.87,5.48,Completed
288621,1,2017-10-28,Corolla,20231.17,5.24,Completed
288622,2,2017-10-09,Sienna,34888.7,4.0,Completed
288623,11,2017-10-02,Prius,21408.31,4.16,Completed
288624,1,2017-10-16,Corolla,21515.13,5.24,Completed
288625,4,2017-10-07,Highlander,41074.15,3.81,Completed
288626,7,2017-10-19,Tacoma,42291.19,5.39,Completed
