sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
90742,1,2015-03-01,RAV4,47737.48,5.24,Completed
90743,19,2015-03-30,RAV4,46008.7,5.48,Completed
90744,8,2015-03-09,RAV4,52010.13,5.84,Completed
90745,17,2015-03-15,RAV4,39144.14,4.51,Completed
90746,18,2015-03-09,Camry,49836.33,5.68,Completed
90747,7,2015-03-09,Camry,42833.01,5.39,Completed
90748,6,2015-03-11,Tacoma,32859.1,3.86,Completed
90749,20,2015-03-09,Tundra,53989.51,5.77,Completed
90750,8,2015-03-28,RAV4,55597.19,5.84,Completed
90751,9,2015-03-10,Camry,29268.45,4.4,Completed
90752,2,2015-03-05,Sienna,47732.93,4.0,Completed
90753,8,2015-03-30,Camry,46588.36,5.84,Completed
90754,20,2015-03-31,Tacoma,52183.43,5.77,Completed
90755,17,2015-03-01,Highlander,55988.9,4.51,Completed
90756,8,2015-03-07,Sienna,62011.14,5.84,Completed
90757,2,2015-03-10,Sienna,43117.01,4.0,Completed
90758,10,2015-03-11,Tundra,43820.09,4.88,Completed
90759,2,2015-03-29,Corolla,25662.53,4.0,Completed
90760,7,2015-03-21,Sienna,61906.88,5.39,Completed
90761,14,2015-03-06,Prius,32843.21,5.1,Completed
90762,7,2015-03-23,Sienna,60136.8,5.39,Completed
90763,12,2015-03-06,Corolla,31693.99,5.65,Completed
90764,17,2015-03-13,Corolla,23308.22,4.51,Cancelled
90765,17,2015-03-15,Corolla,24453.67,4.51,Completed
90766,1,2015-03-27,Camry,40825.45,5.24,Completed
90767,9,2015-03-15,Corolla,25641.89,4.4,Pending
90768,3,2015-03-10,Corolla,35211.61,5.69,Completed
90769,20,2015-03-11,RAV4,49933.98,5.77,Completed
90770,5,2015-03-22,Camry,36604.11,5.34,Completed
90771,17,2015-03-29,Highlander,46681.84,4.51,Completed
90772,2,2015-03-10,RAV4,42559.02,4.0,Completed
90773,3,2015-03-06,Corolla,37303.42,5.69,Completed
90774,17,2015-03-29,Tacoma,33617.06,4.51,Completed
90775,4,2015-03-31,Tundra,36461.79,3.81,Completed
