sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
337817,1,2018-05-20,Prius,30080.66,5.24,Completed
337818,14,2018-05-31,Tundra,48454.14,5.1,Completed
337819,15,2018-05-31,Corolla,28538.49,4.86,Completed
337820,14,2018-05-27,Camry,44353.42,5.1,Completed
337821,9,2018-05-20,Corolla,20820.57,4.4,Completed
337822,10,2018-05-17,Prius,27755.51,4.88,Completed
337823,10,2018-05-02,Tundra,41654.4,4.88,Completed
337824,9,2018-05-24,Highlander,52767.01,4.4,Completed
337825,14,2018-05-09,Sienna,54255.22,5.1,Completed
337826,16,2018-05-22,Highlander,73964.05,6.06,Completed
337827,12,2018-05-19,Sienna,58575.33,5.65,Completed
337828,8,2018-05-06,Tundra,50942.89,5.84,Completed
337829,12,2018-05-07,Corolla,32953.62,5.65,Completed
337830,13,2018-05-12,Sienna,62231.13,5.61,Completed
337831,18,2018-05-13,Sienna,62258.97,5.68,Completed
337832,6,2018-05-26,Camry,31737.09,3.86,Completed
337833,3,2018-05-26,Highlander,73324.06,5.69,Completed
337834,19,2018-05-01,Highlander,65247.96,5.48,Completed
337835,1,2018-05-21,Corolla,27710.25,5.24,Completed
337836,5,2018-05-28,Prius,31181.67,5.34,Completed
337837,6,2018-05-28,Tacoma,33826.38,3.86,Completed
337838,1,2018-05-21,RAV4,40900.1,5.24,Completed
337839,20,2018-05-11,RAV4,52409.56,5.77,Completed
337840,15,2018-05-10,Sienna,56806.33,4.86,Completed
337841,14,2018-05-16,Highlander,68429.52,5.1,Completed
337842,20,2018-05-03,Sienna,55190.62,5.77,Completed
337843,19,2018-05-31,Prius,32359.27,5.48,Completed
337844,4,2018-05-20,Tundra,38538.62,3.81,Completed
337845,8,2018-05-24,Tundra,50209.27,5.84,Completed
337846,8,2018-05-05,Prius,37203.67,5.84,Completed
337847,3,2018-05-06,RAV4,56283.59,5.69,Completed
337848,3,2018-05-06,Sienna,58988.82,5.69,Completed
337849,15,2018-05-15,Prius,33654.85,4.86,Completed
337850,3,2018-05-24,Sienna,56400.62,5.69,Completed
337851,12,2018-05-12,Tacoma,42391.46,5.65,Pending
337852,17,2018-05-02,Corolla,20913.73,4.51,Completed
337853,13,2018-05-14,Prius,37628.45,5.61,Completed
337854,17,2018-05-10,Tundra,39440.13,4.51,Completed
337855,14,2018-05-10,Tundra,53880.25,5.1,Completed
337856,20,2018-05-05,Prius,35031.8,5.77,Completed
337857,9,2018-05-30,Camry,34135.26,4.4,Completed
337858,15,2018-05-03,RAV4,49152.67,4.86,Completed
337859,14,2018-05-23,Sienna,57228.81,5.1,Completed
337860,7,2018-05-17,Tundra,56099.81,5.39,Completed
337861,4,2018-05-23,Prius,24509.11,3.81,Completed
337862,17,2018-05-13,Tacoma,33299.53,4.51,Completed
337863,3,2018-05-28,Sienna,56567.1,5.69,Completed
337864,1,2018-05-27,Sienna,47455.22,5.24,Completed
337865,8,2018-05-09,Sienna,53396.78,5.84,Completed
337866,7,2018-05-25,Sienna,54544.66,5.39,Completed
337867,16,2018-05-08,Corolla,32973.34,6.06,Completed
337868,15,2018-05-03,Tundra,59796.7,4.86,Completed
337869,2,2018-05-31,Prius,29858.87,4.0,Completed
337870,19,2018-05-16,Tundra,52079.91,5.48,Completed
337871,12,2018-05-20,Camry,41217.88,5.65,Completed
337872,17,2018-05-26,Corolla,21800.29,4.51,Completed
337873,5,2018-05-29,RAV4,38650.84,5.34,Completed
337874,13,2018-05-09,Corolla,32603.8,5.61,Completed
337875,17,2018-05-01,Tacoma,29914.86,4.51,Completed
337876,1,2018-05-21,Prius,29709.07,5.24,Completed
337877,6,2018-05-14,RAV4,32476.35,3.86,Completed
337878,11,2018-05-24,Tundra,42937.73,4.16,Completed
