sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
663801,7,2022-08-06,Tacoma,49755.51,5.39,Completed
663802,12,2022-08-02,Sienna,58763.86,5.65,Completed
663803,3,2022-08-11,Corolla,30791.07,5.69,Completed
663804,14,2022-08-29,Highlander,74572.84,5.1,Completed
663805,11,2022-08-13,Highlander,57986.4,4.16,Completed
663806,10,2022-08-27,Prius,26827.0,4.88,Completed
663807,20,2022-08-19,Prius,38711.79,5.77,Completed
663808,15,2022-08-03,RAV4,48005.75,4.86,Completed
663809,13,2022-08-24,Prius,40881.33,5.61,Completed
663810,11,2022-08-23,Tacoma,36399.46,4.16,Completed
663811,18,2022-08-13,Sienna,65537.14,5.68,Completed
663812,15,2022-08-21,Prius,38441.92,4.86,Completed
663813,19,2022-08-08,Tundra,47738.29,5.48,Completed
663814,9,2022-08-05,Sienna,38676.36,4.4,Completed
663815,1,2022-08-07,Sienna,51802.71,5.24,Completed
663816,1,2022-08-11,Corolla,26131.03,5.24,Completed
663817,17,2022-08-01,RAV4,39135.65,4.51,Completed
663818,17,2022-08-09,RAV4,33917.93,4.51,Completed
663819,7,2022-08-06,Tundra,63861.17,5.39,Completed
663820,6,2022-08-07,Prius,24723.54,3.86,Completed
663821,9,2022-08-16,Corolla,24879.32,4.4,Completed
663822,3,2022-08-24,Tacoma,46211.58,5.69,Completed
663823,20,2022-08-31,Tacoma,48139.48,5.77,Completed
663824,15,2022-08-31,Camry,42046.63,4.86,Completed
663825,4,2022-08-27,RAV4,34752.87,3.81,Completed
663826,4,2022-08-29,Prius,25783.42,3.81,Completed
663827,8,2022-08-26,Highlander,66268.64,5.84,Completed
663828,10,2022-08-02,Sienna,40343.48,4.88,Completed
663829,3,2022-08-26,Tundra,59556.5,5.69,Completed
663830,6,2022-08-10,Tundra,41138.66,3.86,Completed
663831,2,2022-08-06,RAV4,41450.88,4.0,Completed
663832,9,2022-08-20,Highlander,53251.5,4.4,Pending
663833,5,2022-08-06,Prius,33154.57,5.34,Cancelled
663834,4,2022-08-13,Tundra,37646.69,3.81,Completed
663835,1,2022-08-10,RAV4,43844.64,5.24,Completed
663836,5,2022-08-29,Tundra,44640.71,5.34,Completed
663837,8,2022-08-12,RAV4,53107.53,5.84,Completed
663838,17,2022-08-24,RAV4,38847.46,4.51,Completed
663839,1,2022-08-03,Corolla,28746.01,5.24,Completed
663840,2,2022-08-28,Camry,30684.42,4.0,Completed
663841,11,2022-08-11,Prius,26561.91,4.16,Completed
663842,19,2022-08-13,Highlander,59726.88,5.48,Completed
663843,6,2022-08-29,Tundra,42244.76,3.86,Completed
663844,6,2022-08-06,Highlander,53173.58,3.86,Completed
663845,2,2022-08-03,Corolla,24286.18,4.0,Completed
663846,19,2022-08-05,RAV4,45795.94,5.48,Completed
663847,4,2022-08-30,Tundra,43392.28,3.81,Completed
663848,4,2022-08-25,Tundra,37509.41,3.81,Cancelled
663849,6,2022-08-12,Sienna,40407.83,3.86,Completed
663850,9,2022-08-07,Sienna,39790.35,4.4,Completed
663851,17,2022-08-06,Prius,27113.46,4.51,Completed
663852,19,2022-08-09,Tacoma,40065.42,5.48,Completed
663853,9,2022-08-25,Prius,25183.9,4.4,Completed
663854,17,2022-08-20,Corolla,21310.37,4.51,Completed
663855,4,2022-08-31,Prius,26817.91,3.81,Completed
663856,7,2022-08-22,Tacoma,45807.6,5.39,Completed
663857,18,2022-08-13,RAV4,53668.38,5.68,Completed
663858,7,2022-08-05,Prius,34000.88,5.39,Completed
663859,17,2022-08-20,RAV4,37722.83,4.51,Completed
663860,11,2022-08-31,Camry,30913.17,4.16,Completed
663861,18,2022-08-31,RAV4,59735.4,5.68,Completed
663862,5,2022-08-10,Corolla,27264.08,5.34,Completed
663863,14,2022-08-10,Sienna,59482.14,5.1,Pending
663864,10,2022-08-09,Highlander,49846.16,4.88,Pending
663865,4,2022-08-06,Corolla,24425.14,3.81,Completed
663866,15,2022-08-11,Corolla,31511.54,4.86,Completed
663867,4,2022-08-02,Tacoma,36386.3,3.81,Completed
663868,3,2022-08-05,Highlander,73584.31,5.69,Completed
