sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
644403,14,2022-05-08,Camry,47787.33,5.1,Completed
644404,16,2022-05-31,Sienna,62685.03,6.06,Completed
644405,11,2022-05-08,Tacoma,40010.12,4.16,Completed
644406,3,2022-05-27,Highlander,75677.29,5.69,Completed
644407,20,2022-05-07,Sienna,60246.81,5.77,Completed
644408,10,2022-05-26,Camry,34611.74,4.88,Completed
644409,15,2022-05-13,Prius,43766.44,4.86,Completed
644410,4,2022-05-03,Tundra,42628.82,3.81,Completed
644411,5,2022-05-02,Highlander,60648.53,5.34,Completed
644412,1,2022-05-08,Camry,39312.61,5.24,Completed
644413,9,2022-05-26,Camry,37343.3,4.4,Cancelled
644414,5,2022-05-06,Sienna,56348.04,5.34,Completed
644415,13,2022-05-02,Highlander,91000.38,5.61,Completed
644416,14,2022-05-12,RAV4,52104.02,5.1,Completed
644417,13,2022-05-21,Sienna,69646.47,5.61,Completed
644418,13,2022-05-11,Tundra,64039.33,5.61,Completed
644419,11,2022-05-04,Sienna,45434.11,4.16,Completed
644420,16,2022-05-21,Tundra,64968.84,6.06,Completed
644421,18,2022-05-03,Highlander,81143.47,5.68,Completed
644422,15,2022-05-22,Tacoma,54935.42,4.86,Completed
644423,11,2022-05-30,Highlander,63078.08,4.16,Completed
644424,15,2022-05-08,Highlander,72947.38,4.86,Completed
644425,17,2022-05-04,Tundra,40734.19,4.51,Completed
644426,17,2022-05-18,Sienna,42591.5,4.51,Completed
644427,6,2022-05-07,Prius,29396.14,3.86,Completed
644428,18,2022-05-18,Camry,53217.41,5.68,Completed
644429,16,2022-05-28,Tundra,63082.8,6.06,Completed
644430,3,2022-05-08,Tacoma,49154.51,5.69,Completed
644431,13,2022-05-08,Camry,53273.1,5.61,Completed
644432,5,2022-05-21,Sienna,53034.57,5.34,Completed
644433,8,2022-05-20,Corolla,37637.25,5.84,Completed
644434,6,2022-05-24,Corolla,24165.52,3.86,Completed
644435,10,2022-05-21,RAV4,44803.78,4.88,Completed
644436,7,2022-05-24,Tacoma,49514.09,5.39,Completed
644437,19,2022-05-02,Tundra,53367.63,5.48,Completed
644438,7,2022-05-26,Tacoma,56663.4,5.39,Completed
644439,10,2022-05-03,Sienna,50292.47,4.88,Completed
644440,4,2022-05-03,Tacoma,36079.53,3.81,Completed
644441,19,2022-05-02,Sienna,58454.57,5.48,Completed
644442,7,2022-05-21,RAV4,56299.69,5.39,Cancelled
644443,11,2022-05-04,Tundra,47586.84,4.16,Completed
644444,5,2022-05-24,Prius,36709.2,5.34,Completed
644445,19,2022-05-23,Camry,40199.21,5.48,Completed
644446,2,2022-05-07,Camry,33482.53,4.0,Completed
644447,20,2022-05-10,Corolla,36024.65,5.77,Completed
644448,5,2022-05-02,Sienna,51962.74,5.34,Completed
644449,11,2022-05-02,Prius,30016.43,4.16,Completed
644450,8,2022-05-08,Camry,49403.05,5.84,Completed
644451,8,2022-05-29,RAV4,59802.81,5.84,Completed
644452,14,2022-05-27,Prius,37944.09,5.1,Completed
644453,5,2022-05-24,RAV4,52603.93,5.34,Completed
644454,5,2022-05-31,Tundra,50141.03,5.34,Completed
644455,14,2022-05-10,Sienna,55717.39,5.1,Completed
644456,8,2022-05-23,Tacoma,49002.14,5.84,Completed
644457,16,2022-05-24,Camry,52487.45,6.06,Completed
644458,6,2022-05-06,Camry,31217.08,3.86,Completed
644459,6,2022-05-08,Corolla,26188.88,3.86,Completed
644460,18,2022-05-05,Camry,54133.22,5.68,Completed
644461,15,2022-05-31,Corolla,33931.78,4.86,Completed
644462,4,2022-05-08,Tundra,41432.11,3.81,Completed
644463,5,2022-05-06,RAV4,47867.31,5.34,Completed
644464,4,2022-05-24,Highlander,59594.82,3.81,Completed
