sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
669279,5,2022-09-09,Tacoma,35907.77,5.34,Completed
669280,9,2022-09-08,Tundra,35050.24,4.4,Completed
669281,4,2022-09-23,Prius,22707.48,3.81,Pending
669282,4,2022-09-12,Sienna,37050.64,3.81,Completed
669283,9,2022-09-03,Camry,28764.37,4.4,Completed
669284,16,2022-09-02,Corolla,31869.9,6.06,Completed
669285,9,2022-09-24,RAV4,34351.83,4.4,Completed
669286,17,2022-09-09,Camry,27269.61,4.51,Completed
669287,3,2022-09-06,Highlander,68530.22,5.69,Completed
669288,14,2022-09-08,Tacoma,41420.13,5.1,Completed
669289,6,2022-09-20,RAV4,35101.59,3.86,Completed
669290,16,2022-09-30,Tundra,49191.37,6.06,Completed
669291,3,2022-09-26,Sienna,50826.81,5.69,Completed
669292,13,2022-09-20,Sienna,51929.96,5.61,Completed
669293,13,2022-09-22,Tacoma,47798.77,5.61,Completed
669294,7,2022-09-17,Camry,42980.86,5.39,Completed
669295,8,2022-09-16,Highlander,60394.34,5.84,Completed
669296,15,2022-09-18,RAV4,51297.16,4.86,Completed
669297,17,2022-09-30,Corolla,21130.97,4.51,Completed
669298,18,2022-09-13,Tacoma,50601.59,5.68,Pending
669299,17,2022-09-30,Prius,23335.99,4.51,Completed
669300,9,2022-09-05,Prius,22134.17,4.4,Completed
669301,3,2022-09-18,Sienna,56610.59,5.69,Completed
669302,3,2022-09-10,Highlander,68695.82,5.69,Completed
669303,19,2022-09-11,Prius,27073.41,5.48,Completed
669304,3,2022-09-25,Prius,36649.46,5.69,Completed
669305,6,2022-09-05,Tacoma,32054.77,3.86,Completed
669306,13,2022-09-12,RAV4,47357.19,5.61,Completed
669307,19,2022-09-11,Tundra,49108.77,5.48,Completed
669308,16,2022-09-21,Tundra,53358.27,6.06,Completed
669309,10,2022-09-26,Highlander,45967.7,4.88,Completed
669310,1,2022-09-08,Prius,26115.01,5.24,Completed
669311,14,2022-09-28,Prius,29457.21,5.1,Completed
669312,9,2022-09-10,Tundra,40743.44,4.4,Completed
669313,2,2022-09-20,Highlander,50801.46,4.0,Completed
669314,2,2022-09-06,Tacoma,32903.9,4.0,Completed
669315,18,2022-09-09,Camry,42452.4,5.68,Completed
669316,9,2022-09-27,Prius,25743.06,4.4,Completed
669317,15,2022-09-12,Prius,35262.32,4.86,Completed
669318,7,2022-09-21,Highlander,71269.83,5.39,Cancelled
669319,7,2022-09-19,Camry,42448.48,5.39,Completed
669320,7,2022-09-23,Tundra,52016.97,5.39,Completed
669321,14,2022-09-01,RAV4,49071.91,5.1,Completed
669322,16,2022-09-20,Camry,44759.22,6.06,Completed
669323,9,2022-09-30,Prius,22109.54,4.4,Completed
669324,19,2022-09-04,RAV4,37394.16,5.48,Completed
669325,5,2022-09-05,Camry,31090.26,5.34,Completed
669326,2,2022-09-13,Sienna,41234.86,4.0,Completed
669327,11,2022-09-14,Corolla,21129.09,4.16,Completed
669328,15,2022-09-15,Tacoma,43948.33,4.86,Completed
669329,5,2022-09-20,Camry,33549.33,5.34,Pending
669330,17,2022-09-17,Camry,29810.76,4.51,Completed
669331,3,2022-09-27,Sienna,48941.25,5.69,Completed
669332,14,2022-09-25,Prius,34028.84,5.1,Completed
669333,11,2022-09-19,Highlander,50230.46,4.16,Completed
669334,19,2022-09-29,RAV4,40189.98,5.48,Completed
669335,7,2022-09-26,Camry,45078.78,5.39,Completed
669336,12,2022-09-20,Sienna,51362.33,5.65,Completed
669337,11,2022-09-30,Tacoma,30327.48,4.16,Completed
669338,2,2022-09-08,Prius,23745.25,4.0,Completed
669339,20,2022-09-01,Tacoma,44395.29,5.77,Completed
669340,3,2022-09-03,Tacoma,49312.84,5.69,Completed
669341,14,2022-09-10,Corolla,28283.5,5.1,Completed
669342,13,2022-09-07,RAV4,53714.11,5.61,Completed
669343,17,2022-09-09,Tundra,35503.67,4.51,Completed
669344,18,2022-09-29,Tacoma,43724.04,5.68,Completed
669345,13,2022-09-08,Sienna,59100.84,5.61,Completed
669346,1,2022-09-17,Corolla,24725.34,5.24,Completed
669347,4,2022-09-21,Tacoma,28687.17,3.81,Completed
669348,19,2022-09-21,Camry,38301.13,5.48,Completed
669349,17,2022-09-05,Tundra,35387.59,4.51,Completed
669350,5,2022-09-01,Highlander,58545.32,5.34,Completed
669351,15,2022-09-24,Sienna,51002.26,4.86,Completed
669352,10,2022-09-08,Sienna,36561.18,4.88,Completed
669353,17,2022-09-12,Highlander,49690.4,4.51,Completed
669354,3,2022-09-18,Sienna,58543.87,5.69,Completed
669355,2,2022-09-23,Sienna,42946.16,4.0,Completed
669356,7,2022-09-01,Camry,40853.77,5.39,Completed
669357,2,2022-09-06,Corolla,22305.88,4.0,Pending
669358,5,2022-09-15,Sienna,39994.1,5.34,Completed
669359,2,2022-09-10,Highlander,50484.69,4.0,Completed
669360,11,2022-09-11,RAV4,34918.74,4.16,Completed
669361,10,2022-09-06,Corolla,20345.78,4.88,Completed
669362,20,2022-09-20,Sienna,52762.58,5.77,Completed
669363,19,2022-09-27,Tundra,49486.37,5.48,Completed
669364,19,2022-09-10,Sienna,41290.69,5.48,Completed
669365,11,2022-09-13,Corolla,21447.41,4.16,Cancelled
669366,13,2022-09-23,Camry,45205.62,5.61,Completed
669367,12,2022-09-08,Camry,37807.24,5.65,Completed
669368,3,2022-09-19,Tacoma,47703.22,5.69,Completed
669369,13,2022-09-25,Prius,31988.36,5.61,Completed
669370,15,2022-09-02,Tacoma,45121.51,4.86,Completed
669371,3,2022-09-05,Sienna,54088.56,5.69,Completed
669372,18,2022-09-30,Prius,39349.0,5.68,Completed
669373,17,2022-09-25,Prius,25353.36,4.51,Completed
669374,1,2022-09-01,Tacoma,35959.88,5.24,Completed
669375,3,2022-09-07,Sienna,54261.01,5.69,Completed
669376,7,2022-09-12,Tacoma,43664.38,5.39,Completed
669377,5,2022-09-25,Camry,33222.95,5.34,Completed
669378,16,2022-09-23,Highlander,65092.9,6.06,Completed
669379,1,2022-09-27,Camry,36366.24,5.24,Completed
669380,18,2022-09-11,RAV4,49153.47,5.68,Completed
669381,4,2022-09-14,Sienna,34945.33,3.81,Completed
669382,10,2022-09-26,Sienna,40038.5,4.88,Completed
669383,10,2022-09-21,Highlander,47038.94,4.88,Completed
669384,12,2022-09-04,Prius,34466.58,5.65,Completed
669385,2,2022-09-02,Sienna,39013.24,4.0,Completed
669386,7,2022-09-22,Highlander,64460.35,5.39,Completed
669387,13,2022-09-11,RAV4,51610.02,5.61,Completed
669388,9,2022-09-18,Sienna,38736.77,4.4,Completed
669389,20,2022-09-19,Prius,34297.89,5.77,Completed
669390,16,2022-09-15,Corolla,29332.49,6.06,Completed
669391,6,2022-09-19,Sienna,33141.16,3.86,Completed
669392,16,2022-09-05,Tundra,54234.67,6.06,Completed
669393,14,2022-09-05,Corolla,30463.66,5.1,Completed
669394,13,2022-09-20,Prius,37193.31,5.61,Completed
669395,19,2022-09-09,Corolla,28147.24,5.48,Completed
669396,18,2022-09-29,Camry,45254.64,5.68,Completed
669397,8,2022-09-05,Corolla,28755.38,5.84,Completed
669398,13,2022-09-01,Highlander,70408.17,5.61,Completed
669399,10,2022-09-20,RAV4,38237.63,4.88,Completed
669400,2,2022-09-25,Corolla,20762.32,4.0,Completed
669401,16,2022-09-22,Corolla,29767.18,6.06,Completed
669402,7,2022-09-07,Camry,45054.16,5.39,Completed
669403,2,2022-09-22,RAV4,33568.78,4.0,Completed
669404,20,2022-09-14,Camry,40197.83,5.77,Completed
669405,12,2022-09-21,Sienna,47460.64,5.65,Completed
669406,14,2022-09-29,Sienna,47733.88,5.1,Completed
669407,20,2022-09-02,Sienna,56522.1,5.77,Completed
669408,7,2022-09-06,RAV4,49741.59,5.39,Completed
669409,20,2022-09-07,Corolla,30305.0,5.77,Completed
669410,7,2022-09-04,Prius,31990.38,5.39,Completed
669411,17,2022-09-04,Corolla,21195.72,4.51,Completed
669412,5,2022-09-09,Tacoma,35043.3,5.34,Completed
669413,14,2022-09-25,Tacoma,42161.34,5.1,Completed
669414,11,2022-09-27,Prius,25050.83,4.16,Completed
669415,20,2022-09-15,RAV4,50273.63,5.77,Completed
669416,11,2022-09-22,Prius,23434.19,4.16,Completed
669417,8,2022-09-27,Highlander,70111.87,5.84,Completed
669418,8,2022-09-09,RAV4,50529.48,5.84,Completed
669419,11,2022-09-10,Highlander,47339.47,4.16,Completed
669420,16,2022-09-12,Sienna,56434.88,6.06,Completed
669421,15,2022-09-12,Tacoma,46035.44,4.86,Completed
669422,7,2022-09-23,Sienna,49959.61,5.39,Completed
669423,13,2022-09-28,Tundra,49999.78,5.61,Completed
669424,7,2022-09-24,Camry,37933.2,5.39,Completed
669425,20,2022-09-04,Corolla,26944.43,5.77,Completed
669426,6,2022-09-20,Tundra,37904.46,3.86,Completed
669427,15,2022-09-08,Camry,36343.11,4.86,Pending
669428,13,2022-09-17,Camry,42936.89,5.61,Completed
669429,11,2022-09-27,Prius,23697.59,4.16,Completed
669430,15,2022-09-18,Tacoma,42468.69,4.86,Completed
669431,2,2022-09-06,Tacoma,34077.02,4.0,Completed
669432,1,2022-09-16,RAV4,36739.37,5.24,Completed
669433,19,2022-09-04,Camry,35586.39,5.48,Completed
669434,4,2022-09-23,Sienna,33627.83,3.81,Completed
669435,11,2022-09-23,Highlander,48452.9,4.16,Completed
669436,19,2022-09-29,Corolla,27129.63,5.48,Completed
669437,10,2022-09-22,Highlander,46270.82,4.88,Completed
669438,15,2022-09-08,Tundra,50836.84,4.86,Completed
669439,10,2022-09-21,RAV4,34461.02,4.88,Completed
669440,4,2022-09-05,Highlander,48382.5,3.81,Completed
669441,4,2022-09-29,Camry,29917.74,3.81,Completed
669442,19,2022-09-17,Highlander,60536.61,5.48,Completed
669443,13,2022-09-27,Highlander,72479.93,5.61,Completed
669444,16,2022-09-24,Sienna,58335.23,6.06,Completed
669445,18,2022-09-04,Tacoma,51391.92,5.68,Completed
669446,6,2022-09-02,Corolla,22688.45,3.86,Completed
669447,1,2022-09-07,Tacoma,39851.26,5.24,Completed
669448,20,2022-09-01,Tacoma,46520.43,5.77,Completed
669449,16,2022-09-20,Tundra,56713.88,6.06,Completed
669450,6,2022-09-22,Camry,31054.24,3.86,Completed
669451,8,2022-09-21,Highlander,71043.52,5.84,Completed
669452,4,2022-09-22,Highlander,44262.49,3.81,Completed
669453,15,2022-09-01,Prius,30467.34,4.86,Completed
669454,18,2022-09-28,Tacoma,42900.69,5.68,Pending
669455,13,2022-09-24,Prius,35743.54,5.61,Pending
669456,6,2022-09-22,Prius,22799.97,3.86,Completed
669457,17,2022-09-09,Sienna,34946.0,4.51,Completed
669458,16,2022-09-21,RAV4,51955.16,6.06,Completed
669459,8,2022-09-26,RAV4,42861.1,5.84,Completed
669460,12,2022-09-10,Sienna,54075.48,5.65,Completed
669461,17,2022-09-21,Tundra,38165.37,4.51,Completed
669462,3,2022-09-24,Tacoma,45613.22,5.69,Completed
669463,13,2022-09-19,Tacoma,43450.49,5.61,Completed
669464,9,2022-09-10,Sienna,35221.6,4.4,Completed
669465,13,2022-09-24,Tundra,55865.33,5.61,Completed
669466,3,2022-09-15,Camry,43140.68,5.69,Completed
669467,11,2022-09-17,Corolla,23025.41,4.16,Completed
669468,13,2022-09-29,Tacoma,44638.64,5.61,Completed
669469,15,2022-09-22,Prius,32157.39,4.86,Completed
669470,10,2022-09-22,Corolla,20880.71,4.88,Completed
669471,20,2022-09-24,Sienna,56459.05,5.77,Completed
669472,10,2022-09-10,Sienna,35930.93,4.88,Completed
669473,12,2022-09-01,Highlander,65836.85,5.65,Completed
669474,13,2022-09-14,RAV4,47862.3,5.61,Completed
669475,18,2022-09-05,Tacoma,49260.28,5.68,Completed
669476,9,2022-09-01,Corolla,22938.87,4.4,Completed
669477,12,2022-09-01,Highlander,60914.96,5.65,Completed
669478,7,2022-09-29,Sienna,57212.35,5.39,Completed
669479,19,2022-09-02,Corolla,25391.67,5.48,Completed
669480,2,2022-09-05,Highlander,48040.13,4.0,Completed
669481,11,2022-09-19,Sienna,37092.99,4.16,Completed
669482,13,2022-09-04,Camry,38372.67,5.61,Completed
669483,5,2022-09-30,Sienna,42240.52,5.34,Completed
669484,5,2022-09-11,Camry,33654.56,5.34,Completed
669485,2,2022-09-15,Sienna,39640.17,4.0,Completed
669486,9,2022-09-11,RAV4,31809.4,4.4,Completed
669487,1,2022-09-27,Tacoma,36123.3,5.24,Completed
669488,17,2022-09-19,Highlander,50694.77,4.51,Completed
669489,11,2022-09-06,Highlander,47211.81,4.16,Completed
669490,3,2022-09-19,Tundra,54462.83,5.69,Completed
