sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
651298,2,2022-06-04,Prius,27145.25,4.0,Completed
651299,18,2022-06-04,Tundra,58010.35,5.68,Completed
651300,7,2022-06-27,Camry,45370.11,5.39,Completed
651301,2,2022-06-10,Sienna,45655.03,4.0,Completed
651302,3,2022-06-28,Prius,38989.66,5.69,Pending
651303,5,2022-06-09,RAV4,48379.59,5.34,Completed
651304,18,2022-06-30,Highlander,81684.97,5.68,Completed
651305,5,2022-06-22,Corolla,29422.46,5.34,Completed
651306,12,2022-06-22,Camry,40444.06,5.65,Completed
651307,14,2022-06-05,Sienna,55680.44,5.1,Completed
651308,13,2022-06-17,Sienna,57723.23,5.61,Completed
651309,20,2022-06-21,Corolla,31809.35,5.77,Completed
651310,4,2022-06-04,Tacoma,30329.96,3.81,Completed
651311,8,2022-06-12,Tundra,52754.84,5.84,Completed
651312,11,2022-06-10,Tundra,40612.19,4.16,Completed
651313,11,2022-06-21,Sienna,45557.99,4.16,Completed
651314,20,2022-06-15,Tundra,61640.24,5.77,Completed
651315,16,2022-06-07,Highlander,74178.01,6.06,Completed
651316,15,2022-06-18,Prius,39067.44,4.86,Cancelled
651317,13,2022-06-09,RAV4,53510.97,5.61,Completed
651318,5,2022-06-10,Tacoma,39345.32,5.34,Completed
651319,18,2022-06-12,RAV4,52833.84,5.68,Completed
651320,7,2022-06-15,Highlander,75986.37,5.39,Completed
651321,10,2022-06-20,Tacoma,33491.32,4.88,Completed
651322,11,2022-06-07,Camry,34348.11,4.16,Completed
651323,6,2022-06-20,Sienna,40179.38,3.86,Completed
651324,8,2022-06-03,Sienna,51586.34,5.84,Completed
651325,7,2022-06-15,Corolla,31657.94,5.39,Completed
651326,6,2022-06-18,Tundra,42810.37,3.86,Completed
651327,11,2022-06-12,RAV4,34697.46,4.16,Completed
651328,4,2022-06-22,Prius,23958.27,3.81,Completed
651329,6,2022-06-30,Sienna,40173.96,3.86,Completed
651330,12,2022-06-09,Corolla,33140.93,5.65,Completed
651331,18,2022-06-16,Tacoma,48794.01,5.68,Completed
651332,7,2022-06-16,RAV4,48830.42,5.39,Completed
651333,14,2022-06-28,Corolla,32324.18,5.1,Completed
651334,9,2022-06-26,Tundra,39215.75,4.4,Completed
651335,10,2022-06-06,Sienna,39870.11,4.88,Completed
651336,19,2022-06-09,Camry,37449.5,5.48,Pending
651337,3,2022-06-24,Tundra,61672.75,5.69,Completed
651338,7,2022-06-23,RAV4,57185.78,5.39,Completed
651339,4,2022-06-02,Prius,24425.26,3.81,Completed
651340,18,2022-06-19,Sienna,64789.75,5.68,Completed
651341,14,2022-06-07,Tundra,49600.77,5.1,Completed
651342,9,2022-06-03,RAV4,41340.25,4.4,Completed
651343,1,2022-06-10,Tundra,44181.41,5.24,Completed
651344,10,2022-06-12,Tundra,44934.3,4.88,Completed
651345,2,2022-06-11,Tundra,46722.98,4.0,Completed
651346,12,2022-06-13,Tacoma,47846.88,5.65,Completed
651347,11,2022-06-04,Tundra,39020.14,4.16,Completed
651348,15,2022-06-26,RAV4,52068.35,4.86,Cancelled
651349,10,2022-06-19,Tundra,39521.21,4.88,Completed
651350,7,2022-06-25,Tacoma,50812.11,5.39,Completed
651351,1,2022-06-10,Prius,33196.04,5.24,Completed
651352,19,2022-06-03,Sienna,54103.46,5.48,Completed
651353,12,2022-06-20,Corolla,30765.56,5.65,Completed
651354,13,2022-06-15,RAV4,51888.33,5.61,Completed
651355,6,2022-06-09,Highlander,49288.77,3.86,Completed
651356,5,2022-06-09,RAV4,40395.32,5.34,Completed
651357,20,2022-06-09,Highlander,75796.05,5.77,Completed
651358,17,2022-06-30,Sienna,40401.04,4.51,Completed
651359,4,2022-06-09,Sienna,36345.47,3.81,Completed
