sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
781872,9,2024-03-01,Corolla,25004.58,4.4,Completed
781873,1,2024-03-09,Camry,32714.39,5.24,Completed
781874,3,2024-03-06,Highlander,67889.54,5.69,Completed
781875,11,2024-03-30,Camry,29828.07,4.16,Completed
781876,18,2024-03-13,Tacoma,48787.26,5.68,Completed
781877,5,2024-03-16,Tundra,47711.04,5.34,Completed
781878,17,2024-03-23,Tacoma,34511.43,4.51,Completed
781879,4,2024-03-07,Corolla,21149.74,3.81,Completed
781880,4,2024-03-13,Tacoma,31883.98,3.81,Completed
781881,8,2024-03-07,Camry,39794.47,5.84,Completed
781882,4,2024-03-19,Sienna,41148.48,3.81,Completed
781883,5,2024-03-28,Sienna,42941.14,5.34,Completed
781884,17,2024-03-04,Highlander,46229.27,4.51,Completed
781885,9,2024-03-03,Sienna,36692.59,4.4,Completed
781886,5,2024-03-20,Corolla,27577.79,5.34,Completed
781887,12,2024-03-26,Tundra,56464.52,5.65,Pending
781888,13,2024-03-10,Tacoma,49385.52,5.61,Completed
781889,5,2024-03-20,Tundra,48407.0,5.34,Completed
781890,20,2024-03-15,Tacoma,43200.51,5.77,Completed
781891,9,2024-03-12,Tacoma,30453.58,4.4,Completed
781892,12,2024-03-01,Sienna,54606.16,5.65,Completed
781893,20,2024-03-03,Tacoma,45525.36,5.77,Completed
781894,17,2024-03-27,Tacoma,32451.98,4.51,Completed
781895,3,2024-03-31,Sienna,56533.54,5.69,Completed
781896,11,2024-03-03,Sienna,39608.12,4.16,Completed
781897,5,2024-03-17,Highlander,64785.37,5.34,Completed
781898,6,2024-03-18,Highlander,45145.3,3.86,Completed
781899,9,2024-03-23,Camry,33142.47,4.4,Completed
781900,1,2024-03-14,RAV4,43774.96,5.24,Completed
781901,9,2024-03-30,Highlander,48197.25,4.4,Pending
781902,20,2024-03-21,Tacoma,46722.64,5.77,Completed
781903,12,2024-03-03,Sienna,52898.02,5.65,Completed
781904,15,2024-03-11,Sienna,49337.28,4.86,Pending
781905,20,2024-03-02,Corolla,30544.22,5.77,Completed
781906,18,2024-03-13,Tundra,55273.98,5.68,Completed
781907,10,2024-03-23,Corolla,21434.68,4.88,Completed
781908,2,2024-03-14,Prius,27419.04,4.0,Completed
781909,15,2024-03-02,RAV4,46911.72,4.86,Cancelled
781910,12,2024-03-11,Corolla,33669.82,5.65,Completed
