sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status
412576,14,2019-05-06,Highlander,65557.72,5.1,Completed
412577,18,2019-05-21,Corolla,33912.71,5.68,Completed
412578,8,2019-05-28,Tacoma,43203.47,5.84,Completed
412579,8,2019-05-09,Highlander,71716.6,5.84,Completed
412580,4,2019-05-22,Prius,23073.01,3.81,Completed
412581,6,2019-05-17,Highlander,47993.29,3.86,Completed
412582,17,2019-05-04,Highlander,49429.31,4.51,Completed
412583,14,2019-05-28,Tundra,46731.15,5.1,Completed
412584,3,2019-05-09,Tundra,58395.97,5.69,Completed
412585,12,2019-05-03,Corolla,31313.76,5.65,Cancelled
412586,13,2019-05-20,Tacoma,49296.75,5.61,Completed
412587,11,2019-05-06,Tundra,36841.13,4.16,Completed
412588,8,2019-05-25,Sienna,52709.27,5.84,Completed
412589,17,2019-05-05,Highlander,47631.67,4.51,Completed
412590,17,2019-05-03,Corolla,20414.77,4.51,Completed
412591,18,2019-05-20,Prius,35712.45,5.68,Completed
412592,7,2019-05-16,Prius,34912.8,5.39,Completed
412593,20,2019-05-24,Tundra,51241.79,5.77,Completed
412594,9,2019-05-03,Highlander,52550.36,4.4,Completed
412595,1,2019-05-10,Prius,28012.95,5.24,Completed
412596,1,2019-05-01,Highlander,59704.49,5.24,Completed
412597,9,2019-05-11,Camry,32088.59,4.4,Completed
412598,5,2019-05-19,Prius,29120.17,5.34,Completed
412599,10,2019-05-29,Highlander,51753.52,4.88,Completed
412600,16,2019-05-26,Tacoma,46863.89,6.06,Pending
412601,10,2019-05-04,Corolla,22412.92,4.88,Cancelled
412602,18,2019-05-31,Sienna,51409.37,5.68,Completed
412603,13,2019-05-04,Prius,33099.12,5.61,Completed
412604,3,2019-05-04,Prius,33803.15,5.69,Completed
412605,10,2019-05-10,Prius,27932.9,4.88,Completed
412606,11,2019-05-12,RAV4,32090.89,4.16,Completed
412607,15,2019-05-31,Highlander,72049.09,4.86,Cancelled
412608,3,2019-05-18,Highlander,73753.05,5.69,Completed
412609,9,2019-05-11,RAV4,34474.63,4.4,Completed
412610,2,2019-05-22,Prius,26936.62,4.0,Completed
412611,14,2019-05-07,Tacoma,40494.64,5.1,Completed
412612,10,2019-05-06,Highlander,49811.81,4.88,Completed
412613,13,2019-05-15,Sienna,54546.83,5.61,Completed
412614,15,2019-05-29,Corolla,28183.81,4.86,Completed
412615,19,2019-05-11,RAV4,39317.23,5.48,Completed
412616,1,2019-05-10,RAV4,43324.91,5.24,Completed
412617,3,2019-05-11,Sienna,51665.66,5.69,Completed
412618,6,2019-05-08,Highlander,42914.67,3.86,Completed
412619,17,2019-05-18,Highlander,46454.06,4.51,Completed
412620,12,2019-05-30,Sienna,50329.31,5.65,Completed
412621,2,2019-05-25,Camry,31777.61,4.0,Completed
